name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	diablocloneweight
Lost Magic of Shadow Master	0	100	0	0	0			1	1	0	1	2000		11g	11g	11g	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t11g		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Shadow Warrior	0	100	0	0	0			1	1	0	1	2000		11h	11h	11h	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t11h		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Shock Web	0	100	0	0	0			1	1	0	1	2000		11i	11i	11i	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t11i		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Tiger Strike	0	100	0	0	0			1	1	0	1	2000		11j	11j	11j	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t11j		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Venom	0	100	0	0	0			1	1	0	1	2000		11k	11k	11k	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t11k		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Wake of Fire	0	100	0	0	0			1	1	0	1	2000		11l	11l	11l	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t11l		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Wake of Inferno	0	100	0	0	0			1	1	0	1	2000		11m	11m	11m	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t11m		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Weapon Block	0	100	0	0	0			1	1	0	1	2000		11n	11n	11n	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t11n		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Axe Mastery	0	100	0	0	0			1	1	0	1	2000		11o	11o	11o	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t11o		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Bash	0	100	0	0	0			1	1	0	1	2000		11p	11p	11p	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t11p		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Battle Command	0	100	0	0	0			1	1	0	1	2000		11q	11q	11q	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t11q		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Battle Cry	0	100	0	0	0			1	1	0	1	2000		11r	11r	11r	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t11r		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Battle Orders	0	100	0	0	0			1	1	0	1	2000		11s	11s	11s	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t11s		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Berserk	0	100	0	0	0			1	1	0	1	2000		11t	11t	11t	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t11t		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Blade Mastery	0	100	0	0	0			1	1	0	1	2000		11u	11u	11u	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t11u		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Concentrate	0	100	0	0	0			1	1	0	1	2000		11v	11v	11v	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t11v		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Double Swing	0	100	0	0	0			1	1	0	1	2000		11w	11w	11w	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t11w		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Double Throw	0	100	0	0	0			1	1	0	1	2000		11x	11x	11x	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t11x		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Find Item	0	100	0	0	0			1	1	0	1	2000		11y	11y	11y	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t11y		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Find Potion	0	100	0	0	0			1	1	0	1	2000		11z	11z	11z	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t11z		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Frenzy	0	100	0	0	0			1	1	0	1	2000		120	120	120	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t120		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Grim Ward	0	100	0	0	0			1	1	0	1	2000		121	121	121	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t121		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Howl	0	100	0	0	0			1	1	0	1	2000		122	122	122	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t122		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Increased Speed	0	100	0	0	0			1	1	0	1	2000		123	123	123	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t123		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Increased Stamina	0	100	0	0	0			1	1	0	1	2000		124	124	124	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t124		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Iron Skin	0	100	0	0	0			1	1	0	1	2000		125	125	125	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t125		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Leap	0	100	0	0	0			1	1	0	1	2000		126	126	126	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t126		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Leap Attack	0	100	0	0	0			1	1	0	1	2000		127	127	127	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t127		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Mace Mastery	0	100	0	0	0			1	1	0	1	2000		128	128	128	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t128		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Natural Resistance	0	100	0	0	0			1	1	0	1	2000		129	129	129	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t129		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Polearm Mastery	0	100	0	0	0			1	1	0	1	2000		12a	12a	12a	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t12a		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Shout	0	100	0	0	0			1	1	0	1	2000		12b	12b	12b	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t12b		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Spear Mastery	0	100	0	0	0			1	1	0	1	2000		12c	12c	12c	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t12c		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Stun	0	100	0	0	0			1	1	0	1	2000		12d	12d	12d	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t12d		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Taunt	0	100	0	0	0			1	1	0	1	2000		12e	12e	12e	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t12e		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Throwing Mastery	0	100	0	0	0			1	1	0	1	2000		12f	12f	12f	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t12f		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of War Cry	0	100	0	0	0			1	1	0	1	2000		12g	12g	12g	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t12g		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Whirlwind	0	100	0	0	0			1	1	0	1	2000		12h	12h	12h	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t12h		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Arctic Blast	0	100	0	0	0			1	1	0	1	2000		12i	12i	12i	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t12i		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Armageddon	0	100	0	0	0			1	1	0	1	2000		12j	12j	12j	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t12j		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Carrion Vine	0	100	0	0	0			1	1	0	1	2000		12k	12k	12k	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t12k		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Cyclone Armor	0	100	0	0	0			1	1	0	1	2000		12l	12l	12l	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t12l		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Feral Rage	0	100	0	0	0			1	1	0	1	2000		12m	12m	12m	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t12m		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Firestorm	0	100	0	0	0			1	1	0	1	2000		12n	12n	12n	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t12n		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Fire Claws	0	100	0	0	0			1	1	0	1	2000		12o	12o	12o	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t12o		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Fissure	0	100	0	0	0			1	1	0	1	2000		12p	12p	12p	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t12p		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Fury	0	100	0	0	0			1	1	0	1	2000		12q	12q	12q	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t12q		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Heart of Wolverine	0	100	0	0	0			1	1	0	1	2000		12r	12r	12r	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t12r		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Hunger	0	100	0	0	0			1	1	0	1	2000		12s	12s	12s	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t12s		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Hurricane	0	100	0	0	0			1	1	0	1	2000		12t	12t	12t	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t12t		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Lycanthropy	0	100	0	0	0			1	1	0	1	2000		12u	12u	12u	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t12u		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Maul	0	100	0	0	0			1	1	0	1	2000		12v	12v	12v	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t12v		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Molten Boulder	0	100	0	0	0			1	1	0	1	2000		12w	12w	12w	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t12w		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Oak Sage	0	100	0	0	0			1	1	0	1	2000		12x	12x	12x	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t12x		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Poison Creeper	0	100	0	0	0			1	1	0	1	2000		12y	12y	12y	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t12y		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Rabies	0	100	0	0	0			1	1	0	1	2000		12z	12z	12z	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t12z		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Raven	0	100	0	0	0			1	1	0	1	2000		130	130	130	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t130		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Shock Wave	0	100	0	0	0			1	1	0	1	2000		131	131	131	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t131		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Solar Creeper	0	100	0	0	0			1	1	0	1	2000		132	132	132	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t132		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Spirit of Barbs	0	100	0	0	0			1	1	0	1	2000		133	133	133	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t133		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Summon Dire Wolf	0	100	0	0	0			1	1	0	1	2000		134	134	134	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t134		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Summon Grizzly	0	100	0	0	0			1	1	0	1	2000		135	135	135	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t135		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Summon Spirit Wolf	0	100	0	0	0			1	1	0	1	2000		136	136	136	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t136		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Tornado	0	100	0	0	0			1	1	0	1	2000		137	137	137	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t137		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Twister	0	100	0	0	0			1	1	0	1	2000		138	138	138	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t138		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Volcano	0	100	0	0	0			1	1	0	1	2000		139	139	139	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t139		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Werebear	0	100	0	0	0			1	1	0	1	2000		13a	13a	13a	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t13a		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Werewolf	0	100	0	0	0			1	1	0	1	2000		13b	13b	13b	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t13b		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Amplify Damage	0	100	0	0	0			1	1	0	1	2000		13c	13c	13c	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t13c		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Attract	0	100	0	0	0			1	1	0	1	2000		13d	13d	13d	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t13d		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Blood Golem	0	100	0	0	0			1	1	0	1	2000		13e	13e	13e	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t13e		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Bone Armor	0	100	0	0	0			1	1	0	1	2000		13f	13f	13f	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t13f		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lost Magic of Bone Prison	0	100	0	0	0			1	1	0	1	2000		13g	13g	13g	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	t13g		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
